JINA_ID,Priority,Ref,Reference,Name,Simbad_Identifier,NLTE,Ncap_key,C_key,MP_key,alpha_key,Loc,Type,RA_hms,DEC_dms,RA_deg,DEC_deg,Vel,Vel_bibcode,U_mag,B_mag,V_mag,R_mag,I_mag,J_mag,H_mag,K_mag,Teff,logg,Fe/H,Vmic,Li,Be,C,N,O,F,Na,Mg,Al,Si,P,S,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,Sn,Te,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,W,Os,Ir,Pt,Au,Hg,Pb,Bi,Th,U,CaII,TiII,VII,CrII,MnII,FeII,Added_by
805,2,AND10,Andrievsky+2010,BS17569-049,2MASS_J22045836+0401321,,,,VMP,,,RG,22:04:58.37,+04:01:32.12,331.2432,4.02559,-203.0,2000AJ....120.1516A,14.503,14.25,13.36,12.805,12.259,11.503,10.92,10.853,4700.0,1.2,-2.88,1.9,,,,,,,,5.36,,,,,2.84,,,,,,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,1,CAY04,Cayrel+2004,BS17569-049,2MASS_J22045836+0401321,,R1,,VMP,alpha,,RG,22:04:58.37,+04:01:32.12,331.2432,4.02559,-203.0,2000AJ....120.1516A,14.503,14.25,13.36,12.805,12.259,11.503,10.92,10.853,4700.0,1.2,-3.0,1.9,-0.3,,5.52,5.9,8.74,,3.87,4.95,3.12,5.27,,,,3.89,0.35,2.37,,2.54,2.09,4.65,2.37,3.41,,1.95,,,,,,0.4,-0.6,-0.01,,,,,,,,,,-0.55,-1.33,-1.07,-1.42,-0.95,-0.98,-1.65,-1.14,,-1.15,-1.9,-1.4,-2.65,-1.2,,,,,,,,,,,,,,,,,,,
807,2,SPI11,Spite+2011,BS17569-049,2MASS_J22045836+0401321,,,,VMP,,,RG,22:04:58.37,+04:01:32.12,331.2432,4.02559,-203.0,2000AJ....120.1516A,14.503,14.25,13.36,12.805,12.259,11.503,10.92,10.853,4700.0,1.2,-2.88,1.9,,,,,,,,,,,,4.7,,,,,,,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,2,SPI12,Spite+2012,BS17569-049,2MASS_J22045836+0401321,,,,VMP,,,RG,22:04:58.37,+04:01:32.12,331.2432,4.02559,-203.0,2000AJ....120.1516A,14.503,14.25,13.36,12.805,12.259,11.503,10.92,10.853,4700.0,1.2,-2.88,1.9,,,,,,,,,,,,,,4.04,,,,,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,1,BAR05,Barklem+2005,HE2204-1703,2MASS_J22071190-1649106,,,,VMP,,,RG,22:07:11.91,-16:49:10.63,331.79962,-16.81962,-11.7,2005A&A...439..129B,,15.704,14.994,14.517,13.998,13.313,12.814,12.777,4932.0,1.87,-2.79,1.84,,,5.81,,,,,5.16,3.27,,,,,3.77,0.61,2.44,,2.59,1.87,4.71,2.41,3.49,,,,,,,,-0.35,-0.95,,,,,,,,,,,-1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,2,PRE01,Preston+2001,CS22881-036,2MASS_J22075843-4044164,,S,CE,VMP,,,SG,22:07:58.43,-40:44:16.44,331.99347,-40.7379,50.0,1992AJ....103.1987B,,14.42,13.95,13.633,13.278,12.968,12.651,12.688,6200.0,4.0,-2.1,2.2,,,8.43,6.87,,,4.44,5.93,,,,,,4.93,,3.3,,,,5.45,,,,,,,,,,1.51,1.2,1.5,,,,,,,,,,2.01,0.71,,,1.49,,-0.54,,,,,,,,,,,,,,,,,,,,,,,,,,
811,1,ROE14b,Roederer+2014b,CS22881-036,2MASS_J22075843-4044164,,S,CE,VMP,,,SG,22:07:58.43,-40:44:16.44,331.99347,-40.7379,50.0,1992AJ....103.1987B,,14.42,13.95,13.633,13.278,12.968,12.651,12.688,5940.0,3.7,-2.37,1.1,1.22,,8.05,5.81,6.9,,4.18,5.8,3.52,,,,2.86,4.41,1.01,2.89,1.91,3.14,2.74,5.16,2.63,3.93,2.6,2.53,,,,,2.48,1.56,0.77,1.35,1.47,1.14,,,,,,,,1.84,0.38,1.07,-0.03,0.81,0.13,-1.27,0.35,,0.01,,-0.02,0.45,-0.06,,0.7,,,1.68,,,,2.21,,,,,3.04,1.91,,2.81,5.13,
812,1,BAR05,Barklem+2005,HE2206-2245,2MASS_J22090942-2230161,,R1,,VMP,,,RG,22:09:09.43,-22:30:16.09,332.28929,-22.50447,-210.5,2005A&A...439..129B,,16.0,15.534,15.4,14.616,14.11,13.655,13.605,5100.0,2.45,-2.73,1.7,,,5.87,,,,,5.17,2.82,,,,,3.99,0.58,2.55,,2.67,2.11,4.77,2.38,3.52,,,,,,,,0.19,-0.7,,,,,,,,,,,-0.71,,,,,,-1.61,,,,,,,,,,,,,,,,,,,,,,,,,,
813,2,AOK07a,Aoki+2007a,CS22960-053,2MASS_J22161708-4354197,,,CE,EMP,,,RG,22:16:17.08,-43:54:19.73,334.07117,-43.90548,298.0,1992AJ....103.1987B,15.69,15.705,14.95,14.537,14.046,13.298,12.833,12.761,5200.0,2.1,-3.2,2.1,,,7.3,7.7,,,,5.04,,,,,,3.6,0.4,2.3,,2.27,,4.31,,,,,,,,,,,,,,,,,,,,,,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,1,ROE14b,Roederer+2014b,CS22960-053,2MASS_J22161708-4354197,,RS,CE,EMP,,,RG,22:16:17.08,-43:54:19.73,334.07117,-43.90548,298.0,1992AJ....103.1987B,15.69,15.705,14.95,14.537,14.046,13.298,12.833,12.761,4860.0,1.65,-3.33,1.6,0.55,,6.19,7.6,,,,4.73,3.32,,,,,3.29,-0.14,1.51,,1.82,1.57,3.86,,2.74,,1.91,,,,,,-0.78,-1.02,0.06,,,,,,,,,,-0.43,-1.5,-1.19,-0.98,-1.17,,-2.42,,,-1.64,,-1.55,-0.94,-2.19,,-0.64,,,,,,,0.4,,,,,1.66,,,,4.17,
815,1,ROE14b,Roederer+2014b,CS22960-048,2MASS_J22170156-4512169,,R1,,EMP,,,RG,22:17:01.57,-45:12:16.96,334.25653,-45.20471,-85.0,1992AJ....103.1987B,15.445,15.64,14.96,14.558,14.059,13.476,13.064,12.958,4770.0,1.4,-3.78,1.55,0.71,,4.99,6.15,6.93,,,4.41,1.79,4.13,,,,2.78,-0.49,1.34,0.65,1.38,0.82,3.59,1.2,2.26,,1.75,,,,,1.99,-3.04,-2.33,-1.08,0.39,-0.3,,,,,,,,-3.32,,-1.49,-1.85,-1.86,-1.53,-2.84,-1.16,-1.83,-1.93,-2.03,-1.7,-2.11,,,-0.99,,,,,,,0.55,,-1.87,,,1.12,0.65,,0.72,3.72,
816,2,AND09,Andrievsky+2009,CS22892-052,2MASS_J22170165-1639271,,,,EMP,,,RG,22:17:01.66,-16:39:27.14,334.2569,-16.65754,13.0,2014AJ....147..136R,,13.99,13.2,12.722,12.223,11.492,11.022,10.929,4850.0,1.6,-3.03,1.9,,,,,,,,,,,,,,,,,,,,4.47,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,2,AND10,Andrievsky+2010,CS22892-052,2MASS_J22170165-1639271,,,,EMP,,,RG,22:17:01.66,-16:39:27.14,334.2569,-16.65754,13.0,2014AJ....147..136R,,13.99,13.2,12.722,12.223,11.492,11.022,10.929,4850.0,1.6,-3.03,1.9,,,,,,,,4.9,,,,,2.55,,,,,,,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,2,BAR05,Barklem+2005,CS22892-052,2MASS_J22170165-1639271,,R2,CE,VMP,,,RG,22:17:01.66,-16:39:27.14,334.2569,-16.65754,13.0,2014AJ....147..136R,,13.99,13.2,12.722,12.223,11.492,11.022,10.929,4884.0,1.81,-2.95,1.67,,,6.44,,,,,4.75,2.79,,,,,3.63,0.2,2.12,,2.25,1.77,4.55,1.99,3.39,,,,,,,,0.63,-0.26,,,,,,,,,,,0.37,-0.76,,,-0.31,,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,
819,2,CAY04,Cayrel+2004,CS22892-052,2MASS_J22170165-1639271,,R2,CE,EMP,,,RG,22:17:01.66,-16:39:27.14,334.2569,-16.65754,13.0,2014AJ....147..136R,,13.99,13.2,12.722,12.223,11.492,11.022,10.929,4850.0,1.6,-3.0,1.9,0.2,,6.38,5.4,6.18,,3.35,4.77,2.7,4.95,,,,3.65,0.12,2.12,,2.32,1.88,4.46,2,3.01,,1.77,,,,,,0.47,-0.46,0.15,,,,,,,,,,0.11,-0.75,-0.43,-1.4,-0.38,-0.52,-1.03,-0.46,,-0.35,-1.18,-0.61,-1.44,,,,,,,,,,,,,,,,,,,,
820,2,HON04,Honda+2004,CS22892-052,2MASS_J22170165-1639271,,R2,CE,VMP,,,RG,22:17:01.66,-16:39:27.14,334.2569,-16.65754,13.0,2014AJ....147..136R,,13.99,13.2,12.722,12.223,11.492,11.022,10.929,4790.0,1.6,-2.92,1.8,,,6.55,,,,,4.93,2.94,4.87,,,,3.7,0.17,2.18,1.07,,2.14,4.59,2.12,3.05,,,,,,,,0.44,-0.23,0.29,,,0.13,,,,,,,0.22,-0.84,-0.38,-1.09,-0.34,-0.65,-0.86,-0.4,-1.31,-0.21,,-0.45,-1.41,-0.67,,,,,,,,,,,-1.42,-1.92,,,,,,,
821,2,LAI07,Lai+2007,CS22892-052,2MASS_J22170165-1639271,,,CE,VMP,,,RG,22:17:01.66,-16:39:27.14,334.2569,-16.65754,13.0,2014AJ....147..136R,,13.99,13.2,12.722,12.223,11.492,11.022,10.929,4854.0,1.87,-2.99,,,,6.57,,,,,,,,,,,,,,,,,4.51,,,,,,,,,,0.7,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,2,MCW95,McWilliam+1995,CS22892-052,2MASS_J22170165-1639271,,R2,CE,EMP,alpha,,RG,22:17:01.66,-16:39:27.14,334.2569,-16.65754,13.0,2014AJ....147..136R,,13.99,13.2,12.722,12.223,11.492,11.022,10.929,4760.0,1.3,-3.1,2.29,,,6.5,,,,3.4,4.85,2.86,5.3,,,,3.73,-0.07,2.19,,2.4,2.06,4.48,2.02,3.35,,,,,,,,0.54,-0.47,0.16,,,,,,,,,,0.1,-1,-0.57,,-0.35,-0.5,-1.06,-0.49,,-0.13,,,,,,,,,,,,,,,,,,,,,,,
823,2,NOR97b,Norris+1997b,CS22892-052,2MASS_J22170165-1639271,,R2,CE,VMP,,HA,RG,22:17:01.66,-16:39:27.14,334.2569,-16.65754,13.0,2014AJ....147..136R,,13.99,13.2,12.722,12.223,11.492,11.022,10.929,4850.0,1.5,-2.97,2.5,,,6.8,6.02,,,,5.03,2.96,,,,,3.72,-0.07,2.27,,1.96,1.61,4.53,2.24,3.48,,,,,,,,0.1,-0.45,0.22,,,,,,,,,,-0.29,-0.79,-0.42,,-0.22,-0.62,-0.94,,,0.57,,,,,,,,,,,,,,,,,,,,,,,Abdu
824,2,REN12,Ren+2012,CS22892-052,2MASS_J22170165-1639271,,,CE,VMP,,,RG,22:17:01.66,-16:39:27.14,334.2569,-16.65754,13.0,2014AJ....147..136R,,13.99,13.2,12.722,12.223,11.492,11.022,10.929,4884.0,1.81,-2.95,1.67,,,6.6,,,,,,,,,,,,,,,,,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9,,,,,,,,,,,,,,,,,,-1.76,,,,,,,,
825,2,ROE09,Roederer+2009,CS22892-052,2MASS_J22170165-1639271,,,,EMP,,,RG,22:17:01.66,-16:39:27.14,334.2569,-16.65754,13.0,2014AJ....147..136R,,13.99,13.2,12.722,12.223,11.492,11.022,10.929,4800.0,1.5,-3.1,1.95,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,-0.87,,,,,-0.96,,,,,-0.5,,,,-0.93,,,-0.1,,,,-0.15,,-1.6,,,,,,,,
826,2,ROE14b,Roederer+2014b,CS22892-052,2MASS_J22170165-1639271,,R2,CE,EMP,,,RG,22:17:01.66,-16:39:27.14,334.2569,-16.65754,13.0,2014AJ....147..136R,,13.99,13.2,12.722,12.223,11.492,11.022,10.929,4690.0,1.15,-3.16,1.5,0.26,,6.11,5.5,6.5,,,4.77,2.8,5.17,,,2.12,3.53,-0.28,1.8,0.58,2.11,1.66,4.26,1.52,2.96,0.78,1.82,,,,,1.68,0.39,-0.8,-0.01,0.05,-0.64,-0.25,,,,,,,-0.03,-1.14,-0.73,-1.29,-0.58,-0.95,-1.28,-0.64,-1.49,-0.38,-1.23,-0.7,-1.66,-0.85,,-1.26,,,-0.18,,,,-0.15,,-1.81,,,1.94,0.58,2.71,1.64,4.34,
827,2,ROE14e,Roederer+2014e,CS22892-052,2MASS_J22170165-1639271,,R2,,EMP,,,RG,22:17:01.66,-16:39:27.14,334.2569,-16.65754,13.0,2014AJ....147..136R,,13.99,13.2,12.722,12.223,11.492,11.022,10.929,4690.0,1.15,-3.16,1.5,,,,,,,,,,,,,,,,,,,,4.34,,,,,,,,,,0.39,,,,,,,,,,,,-0.04,,,,,,-1.3,,,,,,,-0.69,,,,,,,,,,,,,,,,,,,
828,1,SNE03,Sneden+2003,CS22892-052,2MASS_J22170165-1639271,,R2,CE,EMP,,,RG,22:17:01.66,-16:39:27.14,334.2569,-16.65754,13.0,2014AJ....147..136R,,13.99,13.2,12.722,12.223,11.492,11.022,10.929,4800.0,1.5,-2.5,1.95,0.15,,6.3,5.83,6.45,,3.04,4.78,2.79,4.81,,,,3.56,-0.15,2.08,0.85,2.33,1.76,4.4,2.02,3.08,,1.59,0.0,-0.2,,,,0.45,-0.42,0.23,-0.8,-0.4,0.08,-0.55,-0.29,-0.88,,,,0.02,-0.84,-0.5,-1.09,-0.27,-0.54,-0.95,-0.52,-1.13,-0.23,-0.93,-0.47,-1.37,-0.6,-1.17,-0.98,,0.02,-0.1,0.27,-0.9,,0.05,,-1.57,-2.3,,,,,,,
829,2,SPI11,Spite+2011,CS22892-052,2MASS_J22170165-1639271,,,,EMP,,,RG,22:17:01.66,-16:39:27.14,334.2569,-16.65754,13.0,2014AJ....147..136R,,13.99,13.2,12.722,12.223,11.492,11.022,10.929,4850.0,1.6,-3.03,1.9,,,,,,,,,,,,4.48,,,,,,,,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,2,SPI12,Spite+2012,CS22892-052,2MASS_J22170165-1639271,,,,EMP,,,RG,22:17:01.66,-16:39:27.14,334.2569,-16.65754,13.0,2014AJ....147..136R,,13.99,13.2,12.722,12.223,11.492,11.022,10.929,4850.0,1.6,-3.03,1.9,,,,,,,,,,,,,,3.84,,,,,,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,1,BAR05,Barklem+2005,HE2216-0621,2MASS_J22184594-0606501,,,,EMP,,,RG,22:18:45.95,-06:06:50.18,334.69144,-6.11394,52.5,2005A&A...439..129B,,15.407,14.456,13.863,13.261,12.478,11.888,11.81,4671.0,1.27,-3.23,2.02,,,4.5,,,,,4.57,2.4,,,,,3.27,0.05,1.87,,1.93,1.61,4.27,1.94,3.37,,,,,,,,-0.75,-1.48,,,,,,,,,,,-2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,1,BAR05,Barklem+2005,HE2216-1548,2MASS_J22193035-1533362,,R1,,MP,,,RG,22:19:30.36,-15:33:36.25,334.8765,-15.56007,-271.0,2005A&A...439..129B,,16.33,15.634,15.183,14.766,14.306,13.849,13.683,5154.0,1.73,-1.7,2.69,,,6.31,,,,,6.05,3.88,,,,,4.85,1.41,3.44,2.17,3.56,3.39,5.8,3.3,4.53,,2.96,,,,,,1.32,0.4,1.2,,,,,,,,,,0.72,-0.34,0.03,,0,-0.29,-0.61,,,,,,,,,,,,,,,,,,,,,,,,,,
833,1,BAR05,Barklem+2005,HE2217-0706,2MASS_J22201799-0651164,,RL,,VMP,,,RG,22:20:17.99,-06:51:16.42,335.07497,-6.85456,-93.3,2005A&A...439..129B,,15.7,14.958,13.9,13.68,12.855,12.272,12.146,4497.0,1.01,-2.56,2.13,,,5.27,,,,,5.34,3.37,,,,,4.02,0.65,2.54,1.31,2.53,2.42,4.92,2.39,3.71,,2.2,,,,,,0.2,-0.68,0.03,,,,,,,,,,-1.01,,,,-1.34,,-2.21,,,,,,,,,,,,,,,,,,,,,,,,,,
834,1,AOK05,Aoki+2005,CS22886-042,2MASS_J22202581-1023201,,,,VMP,,,RG,22:20:25.81,-10:23:20.18,335.10755,-10.38894,-224.0,1992AJ....103.1987B,,14.106,13.275,12.763,12.269,11.511,11.028,10.94,4850.0,1.7,-2.5,1.9,,,5.8,,,,,5.49,3.19,5.34,,,,4.04,0.59,2.56,,2.73,2.24,4.95,2.56,3.61,,2.22,,,,,,0.25,-0.7,0.1,,,,,,,,,,-0.77,-1.43,,,-1.09,,-1.86,,,,,,,,,,,,,,,,,,,,,,,,,,
835,2,AOK07a,Aoki+2007a,CS22886-042,2MASS_J22202581-1023201,,,,VMP,,,RG,22:20:25.81,-10:23:20.18,335.10755,-10.38894,-224.0,1992AJ....103.1987B,,14.106,13.275,12.763,12.269,11.511,11.028,10.94,4800.0,1.6,-2.5,2.1,,,5.9,7.2,,,3.91,5.43,,,,,,3.96,0.48,2.63,,2.74,,4.84,,3.65,,2.28,,,,,,,,,,,,,,,,,,-0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,2,BAR05,Barklem+2005,CS22886-042,2MASS_J22202581-1023201,,,,VMP,,,RG,22:20:25.81,-10:23:20.18,335.10755,-10.38894,-224.0,1992AJ....103.1987B,,14.106,13.275,12.763,12.269,11.511,11.028,10.94,4881.0,1.85,-2.68,1.84,,,5.72,,,,,5.13,2.7,,,,,3.9,0.5,2.5,,2.64,2.2,4.82,2.34,3.46,,,,,,,,0.13,-0.68,,,,,,,,,,,-0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,2,REN12,Ren+2012,CS22886-042,2MASS_J22202581-1023201,,,,VMP,,,RG,22:20:25.81,-10:23:20.18,335.10755,-10.38894,-224.0,1992AJ....103.1987B,,14.106,13.275,12.763,12.269,11.511,11.028,10.94,4881.0,1.85,-2.68,1.84,,,5.88,,,,,,,,,,,,,,,,,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.53,,,,,,,,
838,1,BAR05,Barklem+2005,HE2217-1523,2MASS_J22203372-1508346,,,,VMP,,,RG,22:20:33.73,-15:08:34.69,335.14053,-15.14297,79.5,2005A&A...439..129B,,15.661,14.929,14.435,13.916,13.259,12.747,12.673,4847.0,1.82,-2.62,1.81,,,5.8,,,,,5.28,3.19,,,,,4.05,0.65,2.62,1.31,2.64,2.33,4.88,2.4,3.57,,2.26,,,,,,0.2,-0.67,0.06,,,,,,,,,,-1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,2,AND09,Andrievsky+2009,CS29502-042,2MASS_J22214882+0228448,,,,EMP,,,RG,22:21:48.82,+02:28:44.90,335.45343,2.47914,-138.05,2009A&A...501..519B,13.291,13.4,12.74,12.325,12.013,11.15,10.724,10.653,5100.0,2.5,-3.19,1.5,,,,,,,,,,,,,,,,,,,,4.31,,,,,,,,,,,,,,,,,,,,,,-2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,2,AND10,Andrievsky+2010,CS29502-042,2MASS_J22214882+0228448,,,,EMP,,,RG,22:21:48.82,+02:28:44.90,335.45343,2.47914,-138.05,2009A&A...501..519B,13.291,13.4,12.74,12.325,12.013,11.15,10.724,10.653,5100.0,2.5,-3.19,1.5,,,,,,,,4.74,,,,,2.26,,,,,,,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,2,AOK05,Aoki+2005,CS29516-041,2MASS_J22214882+0228448,,,,VMP,alpha,,RG,22:21:48.82,+02:28:44.90,335.45343,2.47914,-138.05,2009A&A...501..519B,13.291,13.4,12.74,12.325,12.013,11.15,10.724,10.653,5200.0,2.5,-3.0,1.7,,,5.5,,,,,5.11,3.05,5.27,,,,3.58,0.3,2.21,,2.24,1.54,4.53,2.4,3.28,,2.11,,,,,,-2,-0.65,-0.12,,,,,,,,,,-2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,1,CAY04,Cayrel+2004,CS29502-042,2MASS_J22214882+0228448,,,,EMP,,,RG,22:21:48.82,+02:28:44.90,335.45343,2.47914,-138.05,2009A&A...501..519B,13.291,13.4,12.74,12.325,12.013,11.15,10.724,10.653,5100.0,2.5,-3.0,1.5,0.9,,5.49,4.3,8.74,,2.69,4.62,2.47,4.65,,,,3.39,0.17,2.07,,2.11,1.64,4.31,2.09,3,,1.6,,,,,,-2.2,-0.95,-0.59,,,,,,,,,,-2.75,-2.02,-1.61,-2.48,-1.69,-2.18,-2.68,-2.07,,-2.05,,-2.26,-1.36,,,,,,,,,,,,,,,,,,,,
843,2,SPI11,Spite+2011,CS29502-042,2MASS_J22214882+0228448,,,,EMP,,,RG,22:21:48.82,+02:28:44.90,335.45343,2.47914,-138.05,2009A&A...501..519B,13.291,13.4,12.74,12.325,12.013,11.15,10.724,10.653,5100.0,2.5,-3.19,1.5,,,,,,,,,,,,4.5,,,,,,,,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,2,SPI12,Spite+2012,CS29502-042,2MASS_J22214882+0228448,,,,EMP,,,RG,22:21:48.82,+02:28:44.90,335.45343,2.47914,-138.05,2009A&A...501..519B,13.291,13.4,12.74,12.325,12.013,11.15,10.724,10.653,5100.0,2.5,-3.19,1.5,,,,,,,,,,,,,,3.55,,,,,,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,1,BAR05,Barklem+2005,HE2219-0713,2MASS_J22221577-0658343,,,,VMP,,,RG,22:22:15.78,-06:58:34.36,335.56573,-6.97621,-111.8,2005A&A...439..129B,,14.9,14.212,13.4,13.019,12.367,11.917,11.81,4789.0,1.68,-2.91,1.64,,,5.3,,,,,4.91,2.52,,,,,3.62,0.15,2.15,,2.43,1.91,4.58,2,3.23,,,,,,,,-0.27,-1.3,,,,,,,,,,,-2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,2,REN12,Ren+2012,HE2219-0713,2MASS_J22221577-0658343,,,,VMP,,,RG,22:22:15.78,-06:58:34.36,335.56573,-6.97621,-111.8,2005A&A...439..129B,,14.9,14.212,13.4,13.019,12.367,11.917,11.81,4789.0,1.68,-2.91,1.64,,,5.47,,,,,,,,,,,,,,,,,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.97,,,,,,,,
847,2,PRE06,Preston+2006,CS22886-043,2MASS_J22223378-1014090,,R1,,VMP,,,HB,22:22:33.79,-10:14:09.02,335.64078,-10.23584,-61.0,1992AJ....103.1987B,,15.18,14.72,,13.991,13.564,13.247,13.178,6000.0,1.8,-2.4,3.2,,,6.54,,,,4.66,5.75,3.64,5.63,,,,4.6,1.04,3.11,1.97,3.52,2.71,5.36,2.86,,,,,,,,,1.48,0.1,0.99,,,,,,,,,,0.32,-0.61,,,,,-0.84,,,,,,,,,,,,,,,,,,,,,,,,,,
848,2,ALL12,Allen+2012,CS29502-092,2MASS_J22223599-0138275,,,NO,EMP,,,RG,22:22:36.00,-01:38:27.53,335.64998,-1.64098,-65.2,2011ApJ...737....9R,,12.64,11.87,11.365,10.862,10.177,9.713,9.601,4970.0,1.7,-3.05,1.85,,,6.69,6.21,,,,,,,,,,,,2.04,,,,4.45,,,,1.74,,,,,,-0.57,-1.3,-0.81,,,,,,,,,,-2.28,-1.93,,,,,-2.32,,,,,,,,,,,,,,,,0.44,,,,,2.07,,,,,
849,2,AOK02a,Aoki+2002a,CS29502-092,2MASS_J22223599-0138275,,,NO,VMP,,HA,RG,22:22:36.00,-01:38:27.53,335.64998,-1.64098,-65.2,2011ApJ...737....9R,,12.64,11.87,11.365,10.862,10.177,9.713,9.601,5000.0,2.1,-2.76,1.8,<1.2,,6.76,5.86,,,3.56,5.19,2.94,5.63,,,,3.87,0.39,2.62,,,2.04,4.74,2.43,3.65,,,,,,,,-0.19,-0.75,,,,,,,,,,,-1.45,,,,,,<-2.25,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
850,2,LAI07,Lai+2007,CS29502-092,2MASS_J22223599-0138275,,,NO,VMP,,,RG,22:22:36.00,-01:38:27.53,335.64998,-1.64098,-65.2,2011ApJ...737....9R,,12.64,11.87,11.365,10.862,10.177,9.713,9.601,5114.0,2.51,-2.92,,,,6.79,,,,,,,,,,,,,,,,,4.58,,,,,,,,,,-0.2,,,,,,,,,,,,-1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,2,LAI08,Lai+2008,CS29502-092,2MASS_J22223599-0138275,,,NO,EMP,,,RG,22:22:36.00,-01:38:27.53,335.64998,-1.64098,-65.2,2011ApJ...737....9R,,12.64,11.87,11.365,10.862,10.177,9.713,9.601,4890.0,1.72,-3.3,1.6,,,6.3,5.55,6.4,,,4.82,2.5,,,,,3.49,-0.01,2.01,0.84,2.28,1.89,4.33,2.1,3.15,,1.76,,,,,,-0.69,-1.59,-0.88,,,,,,,,,,-2.33,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,
852,1,ROE14a,Roederer+2014a,CS29502-092,2MASS_J22223599-0138275,,,NO,EMP,,,RG,22:22:36.00,-01:38:27.53,335.64998,-1.64098,-65.2,2011ApJ...737....9R,,12.64,11.87,11.365,10.862,10.177,9.713,9.601,4820.0,1.5,-3.2,1.5,0.45,,6.19,5.63,6.52,,2.92,4.8,2.55,,,,1.99,3.41,-0.14,1.82,0.72,2.19,2.11,4.2,1.73,3.21,,1.7,,,,,1.7,-0.76,-1.77,,0.52,0.07,,,,,,1.26,,-2.48,,-1.44,-1.75,-1.61,-1.53,-2.67,-1.04,-1.6,-1.6,-1.83,-1.7,-1.82,-2.54,,-0.78,,,-0.14,,,,0.6,,,,,1.87,0.72,2.65,1.73,4.3,
853,2,ROE14b,Roederer+2014b,CS29502-092,2MASS_J22223599-0138275,,,NO,EMP,,,RG,22:22:36.00,-01:38:27.53,335.64998,-1.64098,-65.2,2011ApJ...737....9R,,12.64,11.87,11.365,10.862,10.177,9.713,9.601,4820.0,1.5,-3.2,1.5,0.45,,6.19,5.63,6.52,,2.92,4.8,2.55,,,,1.99,3.41,-0.14,1.82,0.72,2.19,2.11,4.2,1.73,3.21,,1.7,,,,,1.7,-0.76,-1.77,,0.52,0.07,,,,,,1.26,,-2.48,,-1.44,-1.75,-1.61,-1.53,-2.67,-1.04,-1.6,-1.6,-1.83,-1.7,-1.82,-2.54,,-0.78,,,-0.14,,,,0.6,,,,,1.87,0.72,2.65,1.73,4.3,
