#pigs01
 OSMARC05 T4524.0:g1.08:z-2.80:a+0.40:he0.0 TAU_5000 Tvtvt= 2.50/H=-2.80
ALL abundances NOT listed below differ from solar by  -2.80 dex

Abundance Results for Species Fe I         (input abundance =   4.700)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
R.W. correlation:  slope =   0.050  intercept =   4.630  corr. coeff. =   0.071
wav. correl.:  slope =  -1.005D-04  intercept =   4.930  corr. coeff. =  -0.230

Abundance Results for Species Fe II        (input abundance =   4.300)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5197.567   26.10000   3.230  -2.100    26.60    -5.291     4.382    0.045
  5234.623   26.10000   3.221  -2.230    25.10    -5.319     4.466    0.129
  5275.997   26.10000   3.199  -1.940    25.90    -5.309     4.163   -0.174
average abundance =  4.337     std. deviation =  0.156     #lines =   3
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Na I         (input abundance =   3.040)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5889.951   11.00000   0.000   0.108   169.70    -4.540     3.346   -0.012
  5895.924   11.00000   0.000  -0.194   151.80    -4.589     3.370    0.012
average abundance =  3.358     std. deviation =  0.017     #lines =   2
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Mg I         (input abundance =   4.400)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5172.684   12.00000   2.712  -0.450   189.70    -4.436     4.940    0.015
  5183.604   12.00000   2.717  -0.239   200.90    -4.412     4.870   -0.054
  5528.405   12.00000   4.346  -0.498    57.40    -4.984     4.964    0.039
average abundance =  4.925     std. deviation =  0.049     #lines =   3
E.P. correlation:  slope =   0.036  intercept =   4.807  corr. coeff. =   0.699
R.W. correlation:  slope =  -0.109  intercept =   4.421  corr. coeff. =  -0.727
 No statistics done for wavelength trends

Abundance Results for Species K  I         (input abundance =   1.830)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  7664.899   19.00000   0.000   0.149    32.10    -5.378     2.253    0.000
average abundance =  2.253     std. deviation =  0.000     #lines =   1
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Ca I         (input abundance =   3.140)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5588.749   20.00000   2.526   0.358    25.10    -5.348     3.278   -0.051
  6122.217   20.00000   1.886  -0.316    36.20    -5.228     3.354    0.025
  6162.173   20.00000   1.899  -0.090    51.20    -5.080     3.368    0.039
  6439.075   20.00000   2.526   0.390    31.40    -5.312     3.316   -0.013
average abundance =  3.329     std. deviation =  0.040     #lines =   4
 No statistics done for E.P. trends
 No statistics done for R.W. trends
wav. correl.:  slope =   6.480D-05  intercept =   2.935  corr. coeff. =   0.569

Abundance Results for Species Sc II        (input abundance =  -0.050)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5526.790   21.10000   1.768   0.024    31.00    -5.251     0.232   -0.040
  5657.896   21.10000   1.507  -0.603    20.80    -5.435     0.312    0.040
average abundance =  0.272     std. deviation =  0.056     #lines =   2
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Ti II        (input abundance =   1.750)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5129.156   22.10000   1.892  -1.340    33.00    -5.192     2.210    0.198
  5188.687   22.10000   1.582  -1.050    47.00    -5.043     1.748   -0.264
  5226.539   22.10000   1.566  -1.260    39.70    -5.119     1.827   -0.185
  5336.786   22.10000   1.582  -1.600    30.40    -5.244     2.018    0.006
  5381.021   22.10000   1.566  -1.970    25.00    -5.333     2.258    0.245
average abundance =  2.012     std. deviation =  0.226     #lines =   5
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Cr I         (input abundance =   2.440)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5206.023   24.00000   0.941   0.020    86.70    -4.778     2.358    0.058
  5208.409   24.00000   0.941   0.170    78.20    -4.823     2.087   -0.213
  5298.271   24.00000   0.983  -1.140    20.70    -5.408     2.531    0.231
  5409.784   24.00000   1.030  -0.670    25.90    -5.320     2.224   -0.076
average abundance =  2.300     std. deviation =  0.190     #lines =   4
 No statistics done for E.P. trends
R.W. correlation:  slope =  -0.295  intercept =   0.803  corr. coeff. =  -0.508
 No statistics done for wavelength trends

Abundance Results for Species Ni I         (input abundance =   3.020)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  5476.904   28.00000   1.826  -0.780    51.70    -5.025     2.846    0.000
average abundance =  2.846     std. deviation =  0.000     #lines =   1
 No statistics done for E.P. trends
 No statistics done for R.W. trends
 No statistics done for wavelength trends

Abundance Results for Species Ba II        (input abundance =  -1.020)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  4934.076   56.10000   0.000  -0.150    62.00    -4.901    -2.008   -0.031
  6141.713   56.10000   0.704  -0.076    23.00    -5.427    -1.958    0.020
  6496.897   56.10000   0.604  -0.377    17.00    -5.582    -1.967    0.011
average abundance = -1.978     std. deviation =  0.027     #lines =   3
 No statistics done for E.P. trends
R.W. correlation:  slope =  -0.070  intercept =  -2.348  corr. coeff. =  -0.929
wav. correl.:  slope =   3.042D-05  intercept =  -2.156  corr. coeff. =   0.930


==================================================================================================


#pigs05
 OSMARC05 T5200.0:g2.00:z-1.30:a+0.40:he0.0 TAU_5000 Tvt= 2.00 M/H=-1.30

Abundance Results for Species Fe I         (input abundance =   6.200)
wavelength         ID      EP   logGF     EWin   logRWin     abund   delavg
  3997.392   26.00000   2.728  -0.479   129.00    -4.491     6.286    0.010
  4021.866   26.00000   2.759  -0.729   109.90    -4.563     6.127   -0.149
  4032.627   26.00000   1.485  -2.377    97.20    -4.618     6.084   -0.191
  4045.812   26.00000   1.485   0.280   438.50    -3.965     6.172   -0.103
  4062.441   26.00000   2.845  -0.862    95.00    -4.631     5.991   -0.285
  4067.978   26.00000   3.211  -0.472   105.90    -4.584     6.250   -0.026
  4071.738   26.00000   1.608  -0.022   343.90    -4.073     6.345    0.070
  4114.445   26.00000   2.832  -1.303    77.10    -4.727     6.025   -0.250
  4132.058   26.00000   1.608  -0.675   206.80    -4.301     6.319    0.043
  4132.899   26.00000   2.845  -1.006    79.70    -4.715     5.786   -0.489
  4134.677   26.00000   2.832  -0.649   103.10    -4.603     5.931   -0.344
  4143.868   26.00000   1.557  -0.511   197.70    -4.321     6.020   -0.255
  4147.668   26.00000   1.485  -2.104   127.30    -4.513     6.481    0.205
  4154.499   26.00000   2.832  -0.688   121.20    -4.535     6.377    0.101
  4154.805   26.00000   3.368  -0.400   108.60    -4.583     6.374    0.099
  4174.913   26.00000   0.915  -2.969    96.80    -4.635     5.975   -0.301
  4175.636   26.00000   2.845  -0.827    86.60    -4.683     5.741   -0.534
  4176.566   26.00000   3.368  -0.805    89.90    -4.667     6.354    0.078
  4181.754   26.00000   2.832  -0.371   144.00    -4.463     6.498    0.222
  4182.382   26.00000   3.017  -1.180    69.50    -4.779     5.943   -0.332
  4187.039   26.00000   2.450  -0.548   133.90    -4.495     6.089   -0.186
  4187.795   26.00000   2.425  -0.554   177.00    -4.374     6.728    0.452
  4191.430   26.00000   2.469  -0.666   140.40    -4.475     6.349    0.073
  4199.095   26.00000   3.047   0.155   169.10    -4.395     6.530    0.255
  4202.029   26.00000   1.485  -0.708   218.60    -4.284     6.297    0.021
  4213.647   26.00000   2.845  -1.290    67.00    -4.799     5.818   -0.458
  4217.545   26.00000   3.430  -0.484    91.70    -4.663     6.137   -0.139
  4222.213   26.00000   2.450  -0.967   108.90    -4.589     5.945   -0.331
  4233.603   26.00000   2.482  -0.604   129.10    -4.516     6.058   -0.218
  4238.810   26.00000   3.397  -0.233   109.80    -4.587     6.234   -0.042
  4250.119   26.00000   2.469  -0.405   183.90    -4.364     6.680    0.405
  4250.787   26.00000   1.557  -0.714   229.30    -4.268     6.441    0.166
  4260.474   26.00000   2.399   0.109   235.00    -4.258     6.488    0.212
  4271.153   26.00000   2.450  -0.349   186.60    -4.360     6.622    0.347
  4271.760   26.00000   1.485  -0.164   278.20    -4.186     6.080   -0.195
  4325.762   26.00000   1.608   0.006   323.00    -4.127     6.206   -0.069
  4337.045   26.00000   1.557  -1.695   117.70    -4.566     5.852   -0.423
  4352.735   26.00000   2.223  -1.287   145.80    -4.475     6.746    0.471
  4383.544   26.00000   1.485   0.200   373.00    -4.070     6.039   -0.236
  4388.407   26.00000   3.603  -0.682    74.90    -4.768     6.149   -0.127
  4404.750   26.00000   1.557  -0.142   258.30    -4.232     6.005   -0.271
  4415.122   26.00000   1.608  -0.615   238.00    -4.268     6.412    0.136
  4430.614   26.00000   2.223  -1.659   110.70    -4.602     6.363    0.087
  4442.339   26.00000   2.198  -1.255   121.00    -4.565     6.153   -0.123
  4443.194   26.00000   2.858  -1.043    81.60    -4.736     5.815   -0.461
  4447.717   26.00000   2.223  -1.342   113.20    -4.594     6.102   -0.173
  4461.653   26.00000   0.087  -3.210   160.20    -4.445     6.540    0.264
  4466.551   26.00000   2.832  -0.600   124.00    -4.557     6.245   -0.031
  4494.563   26.00000   2.198  -1.136   118.40    -4.579     5.970   -0.305
  4528.614   26.00000   2.176  -0.822   192.40    -4.372     6.815    0.539
  4531.148   26.00000   1.485  -2.155   114.90    -4.596     6.108   -0.168
  4592.651   26.00000   1.557  -2.449   139.50    -4.517     6.991    0.715
  4595.358   26.00000   3.301  -1.758    54.90    -4.923     6.526    0.250
  4602.000   26.00000   1.608  -3.154    52.20    -4.945     6.025   -0.250
  4602.941   26.00000   1.485  -2.209    97.40    -4.674     5.758   -0.517
  4630.120   26.00000   2.279  -2.587    50.90    -4.959     6.173   -0.102
  4643.463   26.00000   3.654  -1.147    60.40    -4.886     6.384    0.109
  4647.434   26.00000   2.949  -1.351    90.80    -4.709     6.379    0.103
  4661.970   26.00000   2.990  -2.502    27.50    -5.229     6.443    0.168
  4733.591   26.00000   1.485  -2.988    69.20    -4.835     5.984   -0.291
  4736.773   26.00000   3.211  -0.752   107.80    -4.643     6.407    0.132
  4786.807   26.00000   3.017  -1.606    66.80    -4.855     6.249   -0.026
  4789.651   26.00000   3.547  -0.958    65.40    -4.865     6.154   -0.122
  4800.649   26.00000   4.143  -1.029    36.40    -5.120     6.370    0.095
  4871.318   26.00000   2.865  -0.363   126.40    -4.586     5.998   -0.277
  4872.138   26.00000   2.882  -0.567   130.30    -4.573     6.298    0.022
  4890.755   26.00000   2.876  -0.394   153.60    -4.503     6.524    0.248
  4891.492   26.00000   2.851  -0.112   124.50    -4.594     5.682   -0.594
  4920.502   26.00000   2.833   0.068   232.00    -4.327     6.821    0.545
  4924.770   26.00000   2.279  -2.241    59.30    -4.919     5.933   -0.343
  4938.814   26.00000   2.876  -1.077   114.50    -4.635     6.461    0.185
  4966.088   26.00000   3.332  -0.871    82.60    -4.779     6.122   -0.154
  4994.129   26.00000   0.915  -3.080   137.60    -4.560     6.726    0.450
  5014.942   26.00000   3.943  -0.303    85.40    -4.769     6.269   -0.007
  5028.126   26.00000   3.573  -1.123    62.70    -4.904     6.282    0.007
  5044.211   26.00000   2.851  -2.038    43.80    -5.061     6.095   -0.180
  5051.634   26.00000   0.915  -2.795   123.30    -4.612     6.141   -0.134
  5131.468   26.00000   2.223  -2.515    98.10    -4.719     6.815    0.539
  5141.739   26.00000   2.424  -1.964    98.80    -4.716     6.497    0.222
  5145.094   26.00000   2.198  -2.876    38.70    -5.124     6.127   -0.148
  5159.058   26.00000   4.283  -0.820    52.40    -4.993     6.567    0.291
  5162.272   26.00000   4.178   0.020   106.10    -4.687     6.578    0.303
  5165.410   26.00000   4.220  -0.003    70.30    -4.866     5.986   -0.289
  5166.282   26.00000   0.000  -4.195    93.70    -4.741     5.878   -0.397
  5171.596   26.00000   1.485  -1.793   144.20    -4.555     6.172   -0.104
  5191.455   26.00000   3.039  -0.551   120.10    -4.636     6.178   -0.098
  5192.344   26.00000   2.998  -0.421   139.10    -4.572     6.376    0.101
  5196.059   26.00000   4.256  -0.493    46.10    -5.052     6.107   -0.168
  5198.711   26.00000   2.223  -2.135    79.00    -4.818     6.069   -0.207
  5202.336   26.00000   2.176  -1.838   119.30    -4.640     6.496    0.220
  5215.180   26.00000   3.266  -0.871   119.40    -4.640     6.731    0.456
  5216.274   26.00000   1.608  -2.150   115.30    -4.656     6.079   -0.197
  5217.389   26.00000   3.211  -1.070   108.70    -4.681     6.658    0.382
  5225.526   26.00000   0.110  -4.789    69.20    -4.878     6.175   -0.100
  5232.940   26.00000   2.940  -0.058   177.90    -4.469     6.525    0.250
  5242.491   26.00000   3.634  -0.967    67.30    -4.892     6.254   -0.022
  5254.956   26.00000   0.110  -4.764    75.50    -4.843     6.244   -0.032
  5266.555   26.00000   2.998  -0.386   132.30    -4.600     6.202   -0.073
  5281.790   26.00000   3.039  -0.834   102.60    -4.712     6.107   -0.168
  5283.621   26.00000   3.241  -0.432   114.10    -4.666     6.153   -0.123
  5302.300   26.00000   3.283  -0.720   103.50    -4.710     6.282    0.007
  5307.361   26.00000   1.608  -2.987    79.80    -4.823     6.233   -0.043
  5322.041   26.00000   2.279  -2.803    36.10    -5.169     6.085   -0.190
  5324.179   26.00000   3.211  -0.103   155.90    -4.533     6.533    0.258
  5328.039   26.00000   0.915  -1.466   198.60    -4.429     5.958   -0.318
  5332.899   26.00000   1.557  -2.777    73.80    -4.859     5.865   -0.411
  5339.929   26.00000   3.266  -0.647   108.70    -4.691     6.286    0.010
  5364.871   26.00000   4.446   0.228    97.80    -4.739     6.480    0.205
  5365.399   26.00000   3.573  -1.020    52.20    -5.012     5.988   -0.287
  5367.466   26.00000   4.415   0.443   100.00    -4.730     6.272   -0.003
  5369.961   26.00000   4.371   0.536   114.30    -4.672     6.394    0.118
  5393.167   26.00000   3.241  -0.715   116.10    -4.667     6.456    0.180
  5410.910   26.00000   4.473   0.398    89.30    -4.782     6.181   -0.095
  5415.199   26.00000   4.387   0.642   106.60    -4.706     6.161   -0.115
  5424.068   26.00000   4.320   0.520   126.40    -4.633     6.563    0.287
  5429.696   26.00000   0.958  -1.879   181.50    -4.476     6.186   -0.090
  5445.042   26.00000   4.387  -0.020    88.20    -4.791     6.485    0.209
  5455.609   26.00000   1.011  -2.091   202.00    -4.431     6.697    0.421
  5569.618   26.00000   3.417  -0.486   131.10    -4.628     6.687    0.412
  5572.842   26.00000   3.397  -0.275   133.10    -4.622     6.489    0.213
  5576.089   26.00000   3.430  -1.000   100.90    -4.742     6.643    0.368
  5586.755   26.00000   3.368  -0.120   145.50    -4.584     6.510    0.235
  5615.644   26.00000   3.332   0.050   150.80    -4.571     6.389    0.113
